row_id,split,label
5555,train,0
5556,test,0
5557,val,1
5558,train,0
5559,val,1
5560,train,0
5561,train,1
5562,train,1
5563,train,0
5564,train,1
5565,val,1
5566,test,1
5567,test,0
5568,val,0
5569,val,0
5570,train,1
5571,train,0
5572,train,1
5573,train,1
5574,train,0
5575,test,1
5576,train,1
5577,val,0
5578,test,1
5579,test,1
5580,train,1
5581,train,1
5582,val,0
5583,val,0
5584,train,0
5585,train,0
5586,val,1
5587,train,0
5588,train,1
5589,train,0
5590,train,0
5591,val,1
5592,train,1
5593,train,0
5594,val,1
5595,train,0
5596,train,1
5597,test,1
5598,train,1
5599,train,0
5600,val,1
5601,train,0
5602,train,1
5603,train,0
5604,train,1
5605,train,1
5606,train,0
5607,train,1
5608,val,0
5609,train,1
5610,train,0
5611,train,1
5612,train,0
5613,train,1
5614,val,1
5615,train,0
5616,test,0
5617,train,0
5618,test,1
5619,train,0
5620,val,0
5621,train,1
5622,train,1
5623,train,1
5624,test,0
5625,train,0
5626,test,0
5627,train,0
5628,train,0
5629,train,0
5630,train,0
5631,val,0
5632,val,0
5633,train,1
5634,train,1
5635,train,0
5636,train,0
5637,train,0
5638,train,1
5639,train,1
5640,test,0
5641,train,0
5642,train,0
5643,val,1
5644,train,1
5645,train,1
5646,val,1
5647,train,0
5648,train,1
5649,train,0
5650,train,0
5651,train,1
5652,train,1
5653,train,0
5654,train,0
5655,val,1
5656,test,1
5657,test,1
5658,train,1
5659,train,1
5660,val,1
5661,train,0
5662,train,1
5663,train,0
5664,train,0
5665,train,0
5666,train,0
5667,train,1
5668,train,1
5669,train,0
5670,val,1
5671,train,0
5672,train,0
5673,train,1
5674,train,1
5675,train,0
5676,val,1
5677,train,0
5678,train,1
5679,train,0
5680,train,1
5681,test,1
5682,train,0
5683,train,0
5684,train,0
5685,train,1
5686,train,0
5687,val,1
5688,test,0
5689,train,1
5690,train,1
5691,train,0
5692,train,1
5693,val,0
5694,train,0
5695,train,1
5696,train,0
5697,train,1
5698,val,1
5699,train,0
5700,val,1
5701,train,1
5702,train,0
5703,test,1
5704,train,0
5705,train,1
5706,train,1
5707,train,1
5708,train,0
5709,train,0
5710,test,1
5711,train,0
5712,train,0
5713,train,1
5714,train,0
5715,train,0
5716,train,0
5717,test,1
5718,train,0
5719,train,1
5720,train,1
5721,train,1
5722,train,1
5723,test,0
5724,val,0
5725,train,1
5726,val,1
5727,train,0
5728,train,1
5729,train,1
5730,train,1
5731,train,0
5732,train,0
5733,train,0
5734,train,0
5735,train,1
5736,train,0
5737,train,0
5738,train,0
5739,train,0
5740,train,1
5741,test,1
5742,test,1
5743,test,0
5744,val,0
5745,train,0
5746,val,1
5747,test,0
5748,test,0
5749,train,1
5750,train,0
5751,val,0
5752,train,0
5753,val,0
5754,val,0
5755,train,0
5756,train,1
5757,train,1
5758,train,1
5759,test,1
5760,train,0
5761,train,1
5762,val,1
5763,val,1
5764,train,0
5765,val,0
5766,train,0
5767,train,0
5768,train,0
5769,train,1
5770,train,0
5771,test,1
5772,train,1
5773,train,0
5774,val,1
5775,train,0
5776,train,0
5777,train,0
5778,val,0
5779,val,1
5780,train,1
5781,val,0
5782,train,1
5783,train,0
5784,train,1
5785,train,0
5786,train,1
5787,train,1
5788,train,0
5789,train,1
5790,train,1
5791,train,0
5792,train,1
5793,train,0
5794,train,1
5795,train,1
5796,train,0
5797,train,1
5798,val,1
5799,train,1
5800,train,1
5801,train,1
5802,train,0
5803,val,0
5804,val,1
5805,train,0
5806,train,0
5807,test,0
5808,val,0
5809,train,1
5810,train,0
5811,train,1
5812,train,0
5813,train,1
5814,train,1
5815,train,1
5816,train,0
5817,val,1
5818,train,1
5819,train,0
5820,train,0
5821,val,0
5822,val,0
5823,train,0
5824,train,1
5825,train,0
5826,train,0
5827,train,1
5828,test,1
5829,train,0
5830,train,1
5831,train,1
5832,train,0
5833,train,1
5834,train,0
5835,train,1
5836,test,0
5837,train,1
5838,train,1
5839,test,1
5840,train,0
5841,train,1
5842,train,1
5843,train,1
5844,train,0
5845,train,1
5846,train,1
5847,train,0
5848,val,0
5849,val,1
5850,train,1
5851,train,0
5852,test,0
5853,val,0
5854,train,0
5855,train,1
5856,test,0
5857,val,1
5858,train,0
5859,train,0
5860,train,1
5861,train,1
5862,train,1
5863,val,1
5864,train,0
5865,train,1
5866,train,0
5867,val,1
5868,test,0
5869,test,0
5870,train,0
5871,train,1
5872,train,0
5873,val,1
5874,test,0
5875,train,1
5876,train,0
5877,val,0
5878,test,0
5879,val,1
5880,train,1
5881,train,1
5882,train,1
5883,train,0
5884,test,0
5885,train,1
5886,train,0
5887,train,1
5888,train,0
5889,val,0
5890,train,1
5891,train,1
5892,train,0
5893,test,0
5894,train,0
5895,train,0
5896,train,0
5897,train,1
5898,val,1
5899,test,0
5900,train,0
5901,train,1
5902,train,1
5903,val,0
5904,train,0
5905,train,1
5906,val,1
5907,train,1
5908,train,1
5909,train,0
5910,train,0
5911,train,0
5912,val,1
5913,test,0
5914,train,1
5915,train,1
5916,train,1
5917,train,1
5918,train,1
5919,train,0
5920,train,0
5921,val,1
5922,test,1
5923,train,1
5924,train,0
5925,train,0
5926,train,0
5927,train,0
5928,train,1
5929,train,1
5930,val,1
5931,train,0
5932,train,1
5933,train,0
5934,train,1
5935,test,0
5936,test,0
5937,train,0
5938,test,0
5939,train,0
5940,test,0
5941,train,1
5942,train,0
5943,train,0
5944,train,1
5945,train,0
5946,test,0
5947,train,1
5948,test,1
5949,train,1
5950,train,1
5951,train,0
5952,val,0
5953,test,1
5954,train,1
5955,train,0
5956,train,1
5957,train,1
5958,train,0
5959,val,1
5960,train,1
5961,train,1
5962,test,0
5963,test,0
5964,train,0
5965,test,1
5966,val,0
5967,val,0
5968,train,0
5969,train,0
5970,train,1
5971,val,0
5972,train,0
5973,val,0
5974,train,1
5975,test,1
5976,train,0
5977,test,1
5978,train,0
5979,train,1
5980,test,0
5981,train,1
5982,val,0
5983,val,1
5984,train,0
5985,test,0
5986,train,0
5987,train,0
5988,train,0
5989,test,0
5990,train,1
5991,train,1
5992,train,0
5993,val,1
5994,train,0
5995,test,1
5996,train,0
5997,train,1
5998,train,1
5999,train,1
6000,val,0
6001,test,1
6002,train,0
6003,train,1
6004,train,0
6005,train,0
6006,train,0
6007,val,0
6008,train,1
6009,train,0
6010,test,1
6011,test,0
6012,test,1
6013,train,0
6014,test,0
6015,test,1
6016,train,1
6017,val,0
6018,train,0
6019,train,0
6020,train,0
6021,val,0
6022,train,1
6023,train,0
6024,train,1
6025,train,0
6026,val,0
6027,train,1
6028,train,0
6029,train,0
6030,train,1
6031,train,0
6032,train,0
6033,val,0
6034,test,0
6035,test,0
6036,val,0
6037,test,1
6038,train,0
6039,test,1
6040,train,0
6041,train,0
6042,test,0
6043,train,0
6044,train,1
6045,test,1
6046,train,0
6047,train,0
6048,train,1
6049,test,1
6050,test,0
6051,train,1
6052,train,1
6053,train,1
6054,train,0
6055,train,1
6056,train,1
6057,train,1
6058,train,0
6059,train,0
6060,train,1
6061,train,0
6062,train,0
6063,test,0
6064,train,0
6065,test,0
6066,train,0
6067,test,0
6068,train,1
6069,train,1
6070,train,0
6071,train,1
6072,test,0
6073,train,0
6074,test,0
6075,test,0
6076,train,1
6077,train,1
6078,test,0
6079,train,1
6080,train,0
6081,test,1
6082,train,1
6083,train,1
6084,val,1
6085,train,0
6086,val,1
6087,train,1
6088,train,0
6089,train,0
6090,train,0
6091,val,1
6092,train,0
6093,train,0
6094,train,0
6095,train,0
6096,train,0
6097,train,0
6098,train,1
6099,val,0
6100,test,1
6101,val,1
6102,train,0
6103,train,1
6104,train,0
6105,train,1
6106,train,0
6107,train,1
6108,train,0
6109,train,0
6110,train,0
6111,val,0
6112,train,0
6113,train,0
6114,train,0
6115,train,0
6116,train,1
6117,train,0
6118,train,1
6119,train,0
6120,train,1
6121,train,0
6122,train,0
6123,val,0
6124,train,1
6125,train,1
6126,test,1
6127,train,1
6128,train,1
6129,train,1
6130,train,0
6131,train,0
6132,train,0
6133,train,1
6134,train,0
6135,test,0
6136,test,1
6137,test,1
6138,train,1
6139,train,1
6140,train,1
6141,val,1
6142,train,0
6143,train,1
6144,train,1
6145,test,0
6146,train,1
6147,train,0
6148,val,1
6149,train,1
6150,val,1
6151,val,1
6152,train,1
6153,train,1
6154,test,1
6155,train,1
6156,train,0
6157,val,1
6158,train,1
6159,train,0
6160,train,1
6161,train,0
6162,test,1
6163,train,0
6164,train,0
6165,val,0
6166,test,0
6167,train,1
6168,test,0
6169,train,1
6170,val,0
6171,train,0
6172,val,0
6173,test,1
6174,train,1
6175,test,0
6176,val,0
6177,val,1
6178,train,1
6179,test,1
6180,train,1
6181,train,1
6182,train,1
6183,train,1
6184,val,1
6185,test,0
6186,val,0
6187,train,1
6188,test,0
6189,train,1
6190,train,0
6191,train,0
6192,test,0
6193,test,0
6194,val,1
6195,train,0
6196,train,1
6197,train,0
6198,test,1
6199,train,0
6200,train,0
6201,train,1
6202,train,0
6203,train,0
6204,train,0
6205,train,0
6206,train,0
6207,val,0
6208,train,1
6209,val,0
6210,train,1
6211,train,1
6212,train,0
6213,train,1
6214,val,1
6215,test,1
6216,test,0
6217,test,1
6218,train,1
6219,train,1
6220,train,0
6221,test,0
6222,train,0
6223,train,1
6224,train,0
6225,train,1
6226,train,0
6227,val,0
6228,test,1
6229,train,1
6230,train,0
6231,train,1
6232,train,0
6233,train,1
6234,train,0
6235,train,0
6236,train,0
6237,train,1
6238,train,1
6239,train,1
6240,train,0
6241,train,1
6242,test,0
6243,train,1
6244,test,0
6245,train,0
6246,train,1
6247,train,1
6248,train,0
6249,test,0
6250,test,1
6251,train,0
6252,val,1
6253,train,1
6254,val,0
6255,val,1
6256,train,0
6257,val,0
6258,train,0
6259,val,1
6260,val,1
6261,train,0
6262,train,1
6263,train,0
6264,train,1
6265,val,0
6266,train,0
6267,train,0
6268,val,0
6269,test,0
6270,test,1
6271,val,1
6272,test,0
6273,train,0
6274,train,0
6275,train,0
6276,test,0
6277,train,0
6278,val,1
6279,train,1
6280,test,0
6281,val,1
6282,train,0
6283,train,0
6284,train,0
6285,train,0
6286,train,0
6287,train,1
6288,train,1
6289,train,1
6290,train,1
6291,train,1
6292,val,1
6293,test,0
6294,test,0
6295,test,0
6296,train,1
6297,train,0
6298,train,0
6299,val,1
6300,train,0
6301,train,1
6302,train,0
6303,train,1
6304,val,1
6305,train,0
6306,test,1
6307,train,1
6308,val,1
6309,train,0
6310,val,1
6311,train,1
6312,train,1
6313,train,1
6314,val,1
6315,train,0
6316,train,1
6317,train,0
6318,train,1
6319,train,1
6320,test,0
6321,train,0
6322,train,1
6323,train,1
6324,val,0
6325,train,0
6326,train,0
6327,val,1
6328,train,0
6329,train,1
6330,train,0
6331,val,1
6332,train,1
6333,test,1
6334,train,0
6335,train,1
6336,test,1
6337,test,1
6338,train,0
6339,train,1
6340,val,1
6341,test,1
6342,train,1
6343,train,0
6344,train,0
6345,train,1
6346,train,1
6347,test,1
6348,train,0
6349,train,0
6350,train,1
6351,train,0
6352,train,0
6353,test,1
6354,train,0
6355,train,0
6356,test,0
6357,train,1
6358,train,1
6359,train,1
6360,train,1
6361,train,1
6362,train,0
6363,val,1
6364,train,1
6365,val,0
6366,train,1
6367,test,0
6368,train,0
6369,train,1
6370,val,1
6371,train,1
6372,test,0
6373,train,1
6374,test,0
6375,val,1
6376,train,1
6377,train,1
6378,test,1
6379,test,1
6380,train,0
6381,train,0
6382,test,0
6383,val,1
6384,train,0
6385,train,0
6386,test,1
6387,val,1
6388,train,0
6389,train,0
6390,train,0
6391,val,1
6392,train,0
6393,val,0
6394,train,1
6395,test,0
6396,train,1
6397,train,0
6398,train,0
6399,test,0
6400,train,0
6401,val,1
6402,train,1
6403,train,0
6404,train,0
6405,train,1
6406,test,1
6407,val,0
6408,val,1
6409,test,1
6410,val,0
6411,val,0
6412,train,1
6413,train,0
6414,test,0
6415,test,0
6416,test,1
6417,train,1
6418,train,0
6419,train,1
6420,train,0
6421,val,0
6422,train,1
6423,train,0
6424,val,1
6425,train,0
6426,train,0
6427,train,1
6428,test,0
6429,val,0
6430,train,1
6431,train,1
6432,train,1
6433,train,1
6434,train,1
6435,train,0
6436,train,1
6437,test,0
6438,train,1
6439,train,0
6440,train,0
6441,test,0
6442,train,1
6443,val,0
6444,train,0
6445,train,1
6446,val,0
6447,train,0
6448,train,0
6449,train,0
6450,train,0
6451,train,0
6452,train,0
6453,test,1
6454,test,0
6455,train,0
6456,test,0
6457,train,1
6458,train,0
6459,train,0
6460,train,0
6461,test,1
6462,test,0
6463,test,0
6464,train,1
6465,train,0
6466,test,0
6467,test,1
6468,train,1
6469,test,0
6470,val,0
6471,train,0
6472,val,1
6473,val,0
6474,test,0
6475,train,0
6476,train,0
6477,train,0
6478,train,1
6479,train,1
6480,train,0
6481,train,1
6482,train,0
6483,test,0
6484,train,1
6485,train,0
6486,train,1
6487,train,1
6488,train,0
6489,val,1
6490,val,1
6491,train,1
6492,test,0
6493,train,1
6494,train,0
6495,test,0
6496,train,1
6497,test,0
6498,test,1
6499,val,0
6500,train,0
6501,train,1
6502,train,1
6503,train,0
6504,train,1
6505,test,1
6506,train,1
6507,train,1
6508,train,1
6509,train,0
6510,train,0
6511,train,1
6512,train,0
6513,val,0
6514,train,0
6515,val,1
6516,train,1
6517,train,0
6518,train,1
6519,train,0
6520,train,0
6521,train,0
6522,train,0
6523,train,0
6524,train,0
6525,val,1
6526,train,1
6527,train,1
6528,val,0
6529,test,1
6530,train,1
6531,train,1
6532,train,0
6533,train,1
6534,train,0
6535,train,1
6536,train,1
6537,test,1
6538,train,0
6539,train,0
6540,train,0
6541,train,0
6542,train,1
6543,test,0
6544,train,1
6545,train,1
6546,train,1
6547,train,0
6548,test,0
6549,train,0
6550,test,1
6551,train,0
6552,train,0
6553,train,1
6554,test,1
6555,val,1
6556,val,0
6557,train,0
6558,train,0
6559,val,1
6560,test,0
6561,val,1
6562,train,1
6563,train,1
6564,train,0
6565,train,1
6566,train,0
6567,train,0
6568,train,0
6569,val,1
6570,train,0
6571,val,0
6572,val,0
6573,train,0
6574,train,0
6575,train,0
6576,train,0
6577,train,0
6578,train,0
6579,train,1
6580,val,0
6581,test,0
6582,train,1
6583,train,0
6584,train,1
6585,train,1
6586,train,1
6587,train,1
6588,train,0
6589,train,1
6590,train,1
6591,test,1
6592,train,0
6593,train,0
6594,train,1
6595,train,0
6596,test,0
6597,train,0
6598,train,1
6599,train,0
6600,train,0
6601,train,1
6602,train,0
6603,train,0
6604,train,0
6605,train,0
6606,test,0
6607,val,0
6608,train,0
6609,test,0
6610,train,0
6611,train,1
6612,train,1
6613,val,0
6614,train,0
6615,train,1
6616,train,0
6617,train,1
6618,train,1
6619,val,1
6620,val,1
6621,train,0
6622,test,0
6623,test,0
6624,train,1
6625,train,0
6626,train,1
6627,train,0
6628,val,0
6629,val,0
6630,train,1
6631,train,1
6632,train,1
6633,train,0
6634,val,0
6635,train,1
6636,train,0
6637,val,0
6638,train,0
6639,train,1
6640,train,0
6641,train,0
6642,train,1
6643,test,0
6644,train,0
6645,train,0
6646,train,0
6647,train,1
6648,test,0
6649,train,0
6650,train,0
6651,train,1
6652,test,1
6653,val,0
6654,train,1
6655,train,1
6656,train,0
6657,train,1
6658,train,1
6659,train,0
6660,test,0
6661,train,1
6662,train,0
6663,train,0
6664,test,0
6665,train,1
6666,train,1
6667,val,0
6668,train,1
6669,train,0
6670,train,1
6671,train,0
6672,train,0
6673,train,0
6674,train,0
6675,test,0
6676,train,1
6677,train,1
6678,train,0
6679,train,0
6680,train,1
6681,train,0
6682,train,1
6683,train,1
6684,train,0
6685,train,1
6686,test,1
6687,train,0
6688,train,1
6689,test,1
6690,val,1
6691,train,1
6692,train,1
6693,train,1
6694,train,1
6695,val,0
6696,train,0
6697,train,1
6698,val,0
6699,train,0
6700,train,1
6701,test,1
6702,train,0
6703,test,0
6704,test,0
6705,val,0
6706,test,0
6707,train,1
6708,train,1
6709,test,0
6710,train,1
6711,train,0
6712,train,0
6713,test,1
6714,val,1
6715,train,1
6716,train,1
6717,train,0
6718,train,0
6719,train,1
6720,test,0
6721,train,1
6722,test,1
6723,train,0
6724,train,0
6725,train,0
6726,test,1
6727,train,1
6728,test,0
6729,val,1
6730,val,1
6731,val,0
6732,train,0
6733,train,1
6734,train,0
6735,train,1
6736,train,0
6737,train,0
6738,train,1
6739,val,1
6740,train,1
6741,train,1
6742,train,0
6743,val,0
6744,train,0
6745,val,0
6746,val,1
6747,train,0
6748,train,1
6749,train,0
6750,val,1
6751,train,0
6752,train,1
6753,train,1
6754,train,1
6755,train,1
6756,train,1
6757,test,0
6758,test,0
6759,val,1
6760,train,0
6761,train,1
6762,train,1
6763,train,1
6764,train,1
6765,train,0
6766,train,1
6767,test,1
6768,train,0
6769,train,0
6770,val,1
6771,train,1
6772,train,0
6773,train,1
6774,train,0
6775,train,0
6776,train,0
6777,train,1
6778,train,1
6779,test,1
6780,val,0
6781,train,1
6782,train,1
6783,test,0
6784,train,0
6785,train,0
6786,train,1
6787,test,0
6788,train,1
6789,train,0
6790,train,1
6791,train,0
6792,train,0
6793,train,0
6794,val,1
6795,test,0
6796,train,1
6797,train,0
6798,train,1
6799,train,1
6800,test,1
6801,train,1
6802,train,1
6803,train,0
6804,train,0
6805,test,0
6806,test,0
6807,train,0
6808,train,0
6809,val,1
6810,train,1
6811,train,1
6812,train,0
6813,train,1
6814,train,1
6815,train,1
6816,test,0
6817,train,0
6818,train,0
6819,train,1
6820,train,0
6821,train,0
6822,train,0
6823,train,0
6824,val,0
6825,train,1
6826,train,1
6827,train,0
6828,train,1
6829,train,0
6830,train,1
6831,train,1
6832,test,0
6833,train,1
6834,test,1
6835,test,1
6836,train,0
6837,train,0
6838,test,1
6839,train,1
6840,test,1
6841,train,0
6842,train,1
6843,train,1
6844,train,1
6845,train,0
6846,test,0
6847,train,0
6848,val,1
6849,train,0
6850,train,1
6851,train,0
6852,train,0
6853,test,1
6854,train,1
6855,val,1
6856,train,0
6857,train,1
6858,test,1
6859,train,1
6860,train,0
6861,val,0
6862,train,0
6863,train,0
6864,train,1
6865,train,1
6866,train,1
6867,train,1
6868,val,0
6869,train,1
6870,train,0
6871,train,1
6872,train,0
6873,train,1
6874,train,1
6875,train,1
6876,train,0
6877,train,0
6878,test,1
6879,train,1
6880,train,0
6881,train,1
6882,test,1
6883,train,1
6884,train,0
6885,train,0
6886,train,0
6887,train,0
6888,test,0
6889,train,0
6890,test,1
6891,train,0
6892,train,0
6893,train,1
6894,val,1
6895,train,1
6896,train,1
6897,train,1
6898,test,0
6899,train,0
6900,train,1
6901,train,1
6902,train,0
6903,train,1
6904,train,0
6905,train,1
6906,train,0
6907,train,1
6908,val,1
6909,train,0
6910,train,0
6911,test,1
6912,val,0
6913,train,0
6914,train,1
6915,train,1
6916,train,0
6917,test,0
6918,val,0
6919,train,0
6920,train,1
6921,val,0
6922,val,1
6923,val,1
6924,val,1
6925,val,1
6926,train,1
6927,train,0
6928,test,0
6929,train,1
6930,train,0
6931,train,0
6932,train,1
6933,train,1
6934,test,1
6935,test,0
6936,train,0
6937,train,1
6938,train,0
6939,test,1
6940,train,0
6941,train,0
6942,train,1
6943,train,0
6944,val,0
6945,train,0
6946,train,0
6947,test,0
6948,val,1
6949,val,0
6950,test,0
6951,train,0
6952,train,1
6953,train,0
6954,train,0
6955,train,0
6956,val,1
6957,val,0
6958,val,0
6959,train,1
6960,val,0
6961,val,1
6962,train,1
6963,train,1
6964,train,0
6965,train,0
6966,train,1
6967,val,1
6968,train,1
6969,train,0
6970,test,1
6971,train,1
6972,val,0
6973,val,0
6974,train,0
6975,train,1
6976,train,0
6977,train,0
6978,val,0
6979,train,1
6980,val,0
6981,train,1
6982,train,1
6983,test,1
6984,train,0
6985,train,1
6986,train,1
6987,train,1
6988,train,1
6989,train,0
6990,test,0
6991,test,0
6992,train,0
6993,train,0
6994,val,0
6995,train,1
6996,train,1
6997,train,0
6998,train,0
6999,train,0
7000,test,0
7001,test,0
7002,train,0
7003,test,0
7004,test,0
7005,test,1
7006,train,1
7007,train,0
7008,test,1
7009,train,0
7010,train,1
7011,train,1
7012,train,1
7013,val,0
7014,train,1
7015,train,1
7016,train,0
7017,train,1
7018,val,1
7019,test,1
7020,train,0
7021,train,1
7022,train,0
7023,val,0
7024,val,1
7025,train,1
7026,train,0
7027,train,1
7028,val,1
7029,train,0
7030,train,0
7031,train,0
7032,train,0
7033,train,1
7034,train,1
7035,train,0
7036,train,1
7037,train,0
7038,train,1
7039,test,0
7040,train,1
7041,train,1
7042,train,1
7043,train,1
7044,train,1
7045,train,0
7046,train,0
7047,val,1
7048,train,0
7049,train,0
7050,train,1
7051,train,0
7052,train,0
7053,train,1
7054,train,1
7055,train,0
7056,train,1
7057,train,1
7058,val,0
7059,val,0
7060,test,1
7061,train,1
7062,test,0
7063,test,0
7064,train,0
7065,val,1
7066,train,0
7067,train,0
7068,val,0
7069,train,0
7070,train,0
7071,val,0
7072,test,1
7073,train,1
7074,train,0
7075,train,0
7076,train,0
7077,train,1
7078,train,0
7079,test,0
7080,train,0
7081,val,0
7082,test,0
7083,train,0
7084,val,1
7085,train,0
7086,val,1
7087,train,0
7088,test,0
7089,train,0
7090,val,1
7091,train,0
7092,train,0
7093,train,1
7094,train,1
7095,val,0
7096,train,0
7097,train,0
7098,val,1
7099,test,1
7100,train,1
7101,train,0
7102,train,1
7103,train,0
7104,test,1
7105,train,1
7106,test,1
7107,train,1
7108,train,1
7109,test,0
7110,train,1
7111,test,0
7112,train,1
7113,train,1
7114,val,0
7115,train,0
7116,val,0
7117,train,1
7118,train,0
7119,test,0
7120,train,0
7121,train,0
7122,test,1
7123,train,1
7124,test,1
7125,train,0
7126,val,1
7127,train,1
7128,val,0
7129,val,0
7130,val,1
7131,val,1
7132,train,1
7133,train,0
7134,train,0
7135,train,1
7136,train,0
7137,train,1
7138,train,0
7139,test,0
7140,train,1
7141,train,0
7142,train,1
7143,val,1
7144,train,1
7145,train,0
7146,train,0
7147,val,1
7148,train,0
7149,train,1
7150,train,1
7151,test,0
7152,train,1
7153,train,1
7154,train,0
7155,val,0
7156,test,0
7157,train,0
7158,val,0
7159,train,1
7160,train,1
7161,train,1
7162,val,1
7163,val,0
7164,train,1
7165,train,0
7166,train,0
7167,train,0
7168,test,1
7169,val,0
7170,train,0
7171,train,1
7172,val,0
7173,train,0
7174,train,0
7175,train,1
7176,train,1
7177,val,0
7178,val,1
7179,test,1
7180,train,0
7181,train,1
7182,train,0
7183,test,0
7184,train,0
7185,train,0
7186,train,0
7187,train,0
7188,val,1
7189,train,1
7190,train,0
7191,train,1
7192,train,1
7193,train,0
7194,test,0
7195,test,0
7196,test,1
7197,train,0
7198,train,1
7199,train,1
7200,train,1
7201,train,1
7202,train,1
7203,train,1
7204,train,0
7205,train,0
7206,train,0
7207,train,1
7208,train,1
7209,train,0
7210,train,0
7211,train,0
7212,train,0
7213,train,1
7214,val,1
7215,train,1
7216,train,0
7217,train,1
7218,train,1
7219,train,0
7220,train,1
7221,train,1
7222,test,1
7223,test,1
7224,train,1
7225,train,1
7226,train,1
7227,train,0
7228,train,0
7229,train,1
7230,train,0
7231,train,0
7232,train,0
7233,test,1
7234,train,0
7235,val,1
7236,train,0
7237,train,1
7238,train,1
7239,train,1
7240,train,1
7241,train,0
7242,val,1
7243,train,1
7244,train,1
7245,train,1
7246,val,1
7247,train,1
7248,test,1
7249,train,0
7250,train,1
7251,test,0
7252,val,0
7253,train,0
7254,train,1
7255,test,1
7256,train,1
7257,train,1
7258,train,0
7259,train,1
7260,train,1
7261,train,1
7262,train,1
7263,val,1
7264,val,0
7265,test,1
7266,val,1
7267,train,1
7268,val,1
7269,train,0
7270,train,1
7271,test,0
7272,train,0
7273,val,1
7274,train,1
7275,test,1
7276,test,0
7277,train,1
7278,val,0
7279,train,1
7280,train,0
7281,train,0
7282,val,1
7283,train,0
7284,test,0
7285,train,0
7286,train,1
7287,train,1
7288,val,0
7289,train,1
7290,train,1
7291,train,0
7292,test,1
7293,train,1
7294,train,0
7295,train,1
7296,train,1
7297,train,0
7298,train,1
7299,train,1
7300,val,0
7301,train,1
7302,train,1
7303,train,1
7304,train,0
7305,train,1
7306,train,1
7307,train,1
7308,train,1
7309,train,1
7310,train,1
7311,test,1
7312,train,0
7313,test,0
7314,train,1
7315,test,1
7316,test,1
7317,val,0
7318,train,1
7319,train,0
7320,train,1
7321,val,1
7322,train,0
7323,test,1
7324,train,1
7325,train,0
7326,val,1
7327,val,1
7328,train,1
7329,val,1
7330,train,1
7331,train,1
7332,train,0
7333,train,1
7334,val,1
7335,train,0
7336,test,0
7337,train,1
7338,test,1
7339,train,0
7340,train,0
7341,val,1
7342,test,0
7343,train,1
7344,train,1
7345,train,1
7346,train,0
7347,train,1
7348,train,1
7349,val,0
7350,train,1
7351,val,1
7352,train,0
7353,train,0
7354,val,0
7355,train,0
7356,train,1
7357,val,0
7358,train,0
7359,val,1
7360,test,0
7361,train,1
7362,train,0
7363,train,1
7364,train,0
7365,train,0
7366,train,1
7367,train,0
7368,val,0
7369,train,0
7370,val,1
7371,val,0
7372,train,1
7373,train,1
7374,train,0
7375,test,1
7376,train,1
7377,test,1
7378,test,1
7379,train,0
7380,val,1
7381,val,0
7382,train,0
7383,test,1
7384,train,0
7385,train,1
7386,val,1
7387,train,0
7388,train,1
7389,train,1
7390,train,0
7391,train,0
7392,train,1
7393,train,0
7394,train,0
7395,val,1
7396,train,1
7397,train,0
7398,train,1
7399,train,1
7400,train,0
7401,train,0
7402,val,1
7403,train,1
7404,test,1
7405,train,0
7406,test,1
7407,val,1
7408,train,0
7409,train,0
7410,train,0
7411,test,1
7412,train,0
7413,train,1
7414,train,0
7415,train,0
7416,train,0
7417,test,0
7418,train,0
7419,train,0
7420,train,1
7421,train,1
7422,train,1
7423,test,0
7424,test,1
7425,test,1
7426,val,0
7427,train,0
7428,test,0
7429,train,0
7430,train,1
7431,val,1
7432,train,0
7433,train,1
7434,train,1
7435,val,0
7436,test,0
7437,train,1
7438,train,1
7439,train,0
7440,val,0
7441,train,0
7442,train,1
7443,test,1
7444,train,0
7445,test,0
7446,train,1
7447,test,1
7448,train,1
7449,train,1
7450,train,0
7451,val,0
7452,test,0
7453,train,1
7454,train,1
7455,train,0
7456,train,1
7457,train,0
7458,train,0
7459,val,1
7460,train,1
7461,train,0
7462,train,0
7463,train,0
7464,val,0
7465,train,1
7466,train,0
7467,train,1
7468,test,0
7469,train,1
7470,train,0
7471,test,1
7472,train,1
7473,train,0
7474,train,0
7475,train,0
7476,val,1
7477,train,1
7478,val,0
7479,train,1
7480,test,1
7481,train,0
7482,train,0
7483,train,0
7484,val,0
7485,train,0
7486,train,0
7487,train,1
7488,train,0
7489,train,1
7490,val,0
7491,train,0
7492,val,0
7493,train,1
7494,train,0
7495,test,1
7496,train,1
7497,val,0
7498,train,1
7499,train,0
7500,train,1
7501,train,0
7502,train,0
7503,train,1
7504,train,0
7505,train,1
7506,train,1
7507,train,0
7508,train,1
7509,train,1
7510,train,1
7511,train,1
7512,train,0
7513,train,0
7514,train,1
7515,train,1
7516,train,1
7517,train,0
7518,train,0
7519,train,1
7520,train,0
7521,train,0
7522,train,1
7523,val,0
7524,train,0
7525,train,1
7526,train,1
7527,train,1
7528,train,0
7529,train,1
7530,train,1
7531,test,0
7532,val,1
7533,train,1
7534,val,1
7535,train,1
7536,train,1
7537,train,0
7538,train,0
7539,train,0
7540,train,0
7541,train,0
7542,val,0
7543,train,1
7544,train,0
7545,train,1
7546,test,0
7547,train,1
7548,test,0
7549,train,1
7550,train,1
7551,train,1
7552,train,0
